X(cm),Y(cm),Z(cm),VX(cm/s),VY(cm/s),VZ(cm/s)
34300,-26400,17300,24,494,-6
37300,-26400,17300,27,460,0
40400,-26400,17300,28,437,1
43400,-26400,17300,10,472,0
46400,-26400,17300,-27,465,-7
49400,-26400,17300,-74,498,-11
52500,-26400,17300,-121,615,-18
55500,-26400,17300,-136,637,-14
58500,-26400,17300,-131,668,-7
61600,-26400,17300,-109,670,-3
64600,-26400,17300,-82,662,-3
67600,-26400,17300,-62,650,-11
70600,-26400,17300,-49,629,-16
73700,-26400,17300,-37,624,-18
76700,-26400,17300,-18,445,-9
79700,-26400,17300,-8,357,-14
82700,-26400,17300,-46,379,-7
85800,-26400,17300,-71,516,3
88800,-26400,17300,-84,557,4
91800,-26400,17300,-98,607,7
94800,-26400,17300,-108,576,8
97900,-26400,17300,-130,649,16
101000,-26400,17300,-90,595,16
104000,-26400,17300,-28,557,18
107000,-26400,17300,14,592,13
110000,-26400,17300,25,548,8
113000,-26400,17300,12,400,6
-26200,-23400,17300,-6,448,-1
-23200,-23400,17300,-13,570,0
-20200,-23400,17300,-23,613,2
-17100,-23400,17300,-38,639,5
-14100,-23400,17300,-49,628,9
-11100,-23400,17300,-63,653,19
-8050,-23400,17300,-55,659,30
-5030,-23400,17300,-38,694,44
-2000,-23400,17300,-12,694,50
1030,-23400,17300,16,757,58
4050,-23400,17300,41,725,46
7080,-23400,17300,49,685,33
10100,-23400,17300,44,642,24
13100,-23400,17300,35,610,17
16200,-23400,17300,30,596,12
19200,-23400,17300,19,560,5
22200,-23400,17300,7,544,-1
25200,-23400,17300,-6,558,-7
28300,-23400,17300,-14,521,-5
31300,-23400,17300,-12,492,-2
34300,-23400,17300,-3,461,8
37300,-23400,17300,14,449,14
40400,-23400,17300,29,439,15
43400,-23400,17300,33,501,13
46400,-23400,17300,11,523,7
49400,-23400,17300,-21,515,-2
52500,-23400,17300,-69,596,-12
55500,-23400,17300,-96,616,-14
58500,-23400,17300,-102,592,-12
61600,-23400,17300,-102,665,0
64600,-23400,17300,-76,646,7
67600,-23400,17300,-51,632,6
70600,-23400,17300,-49,645,0
73700,-23400,17300,-53,551,7
76700,-23400,17300,-56,440,32
79700,-23400,17300,-34,350,50
82700,-23400,17300,-28,388,41
85800,-23400,17300,-54,528,24
88800,-23400,17300,-86,582,15
91800,-23400,17300,-112,626,16
94800,-23400,17300,-128,676,22
97900,-23400,17300,-136,654,34
101000,-23400,17300,-79,545,40
104000,-23400,17300,-7,539,49
107000,-23400,17300,51,580,35
110000,-23400,17300,54,605,22
113000,-23400,17300,23,440,11
-26200,-20400,17300,-3,408,1
-23200,-20400,17300,-9,568,2
-20200,-20400,17300,-15,601,3
-17100,-20400,17300,-24,641,6
-14100,-20400,17300,-28,632,8
-11100,-20400,17300,-37,670,15
-8050,-20400,17300,-27,671,20
-5030,-20400,17300,-12,702,24
-2000,-20400,17300,0,726,26
1030,-20400,17300,20,774,20
4050,-20400,17300,39,767,17
7080,-20400,17300,39,719,10
10100,-20400,17300,26,666,4
13100,-20400,17300,8,627,1
16200,-20400,17300,-2,588,-1
19200,-20400,17300,-11,559,-2
22200,-20400,17300,-31,567,-1
25200,-20400,17300,-47,562,3
28300,-20400,17300,-52,535,8
31300,-20400,17300,-45,486,12
34300,-20400,17300,-27,451,16
37300,-20400,17300,5,458,19
40400,-20400,17300,37,480,19
43400,-20400,17300,59,532,14
46400,-20400,17300,58,609,5
49400,-20400,17300,26,611,2
52500,-20400,17300,-24,631,-5
55500,-20400,17300,-64,664,-10
58500,-20400,17300,-79,648,-8
61600,-20400,17300,-79,621,2
64600,-20400,17300,-70,636,12
67600,-20400,17300,-49,635,16
70600,-20400,17300,-39,633,11
73700,-20400,17300,-35,558,9
76700,-20400,17300,-30,446,10
79700,-20400,17300,-30,319,9
82700,-20400,17300,-53,407,19
85800,-20400,17300,-86,582,19
88800,-20400,17300,-102,665,20
91800,-20400,17300,-118,700,22
94800,-20400,17300,-124,702,31
97900,-20400,17300,-123,660,57
101000,-20400,17300,-69,531,77
104000,-20400,17300,13,506,89
107000,-20400,17300,75,569,61
110000,-20400,17300,80,660,30
113000,-20400,17300,38,525,14
-26200,-17400,17300,-2,445,3
-23200,-17400,17300,-4,585,5
-20200,-17400,17300,-8,635,6
-17100,-17400,17300,-7,626,7
-14100,-17400,17300,-2,649,8
-11100,-17400,17300,6,669,7
-8050,-17400,17300,3,675,4
-5030,-17400,17300,11,714,-4
-2000,-17400,17300,18,727,-9
1030,-17400,17300,22,709,-16
4050,-17400,17300,28,742,-15
7080,-17400,17300,20,690,-16
10100,-17400,17300,-3,656,-19
13100,-17400,17300,-26,632,-18
16200,-17400,17300,-38,592,-10
19200,-17400,17300,-52,573,-5
22200,-17400,17300,-65,560,2
25200,-17400,17300,-82,592,12
28300,-17400,17300,-84,548,18
31300,-17400,17300,-75,484,23
34300,-17400,17300,-55,473,30
37300,-17400,17300,-1,426,23
40400,-17400,17300,52,451,19
43400,-17400,17300,99,538,15
46400,-17400,17300,94,567,4
49400,-17400,17300,58,624,-2
52500,-17400,17300,17,701,-3
55500,-17400,17300,-20,666,-3
58500,-17400,17300,-48,635,-3
61600,-17400,17300,-63,632,1
64600,-17400,17300,-71,640,8
67600,-17400,17300,-62,660,17
70600,-17400,17300,-36,656,16
73700,-17400,17300,-1,561,1
76700,-17400,17300,10,428,-34
79700,-17400,17300,-34,395,-61
82700,-17400,17300,-108,475,-36
85800,-17400,17300,-134,623,4
88800,-17400,17300,-112,692,23
91800,-17400,17300,-90,736,33
94800,-17400,17300,-79,776,45
97900,-17400,17300,-60,668,59
101000,-17400,17300,-8,473,65
104000,-17400,17300,22,480,68
107000,-17400,17300,57,541,51
110000,-17400,17300,67,720,26
113000,-17400,17300,26,582,7
-26200,-14400,17300,-1,426,2
-23200,-14400,17300,0,547,5
-20200,-14400,17300,1,634,8
-17100,-14400,17300,8,626,8
-14100,-14400,17300,23,665,8
-11100,-14400,17300,36,647,6
-8050,-14400,17300,35,673,-6
-5030,-14400,17300,34,673,-20
-2000,-14400,17300,33,677,-31
1030,-14400,17300,24,682,-37
4050,-14400,17300,11,673,-30
7080,-14400,17300,-5,690,-32
10100,-14400,17300,-29,597,-28
13100,-14400,17300,-56,591,-23
16200,-14400,17300,-75,577,-13
19200,-14400,17300,-88,589,-1
22200,-14400,17300,-96,587,10
25200,-14400,17300,-101,593,19
28300,-14400,17300,-107,592,27
31300,-14400,17300,-107,539,31
34300,-14400,17300,-85,466,43
37300,-14400,17300,-20,412,54
40400,-14400,17300,70,422,49
43400,-14400,17300,124,520,28
46400,-14400,17300,127,628,6
49400,-14400,17300,84,695,-9
52500,-14400,17300,39,731,-6
55500,-14400,17300,13,702,-6
58500,-14400,17300,-18,674,-6
61600,-14400,17300,-42,638,-6
64600,-14400,17300,-69,640,-2
67600,-14400,17300,-81,639,5
70600,-14400,17300,-64,647,14
73700,-14400,17300,-17,570,8
76700,-14400,17300,7,467,-19
79700,-14400,17300,-39,468,-43
82700,-14400,17300,-106,549,-26
85800,-14400,17300,-119,621,10
88800,-14400,17300,-93,703,31
91800,-14400,17300,-40,732,40
94800,-14400,17300,11,785,41
97900,-14400,17300,35,686,38
101000,-14400,17300,37,472,4
104000,-14400,17300,25,474,-16
107000,-14400,17300,10,544,-17
110000,-14400,17300,1,743,-7
113000,-14400,17300,-3,584,-4
-26200,-11400,17300,-3,446,2
-23200,-11400,17300,1,588,4
-20200,-11400,17300,10,639,7
-17100,-11400,17300,22,667,9
-14100,-11400,17300,37,651,9
-11100,-11400,17300,55,669,7
-8050,-11400,17300,61,623,-4
-5030,-11400,17300,57,633,-20
-2000,-11400,17300,43,619,-34
1030,-11400,17300,22,658,-43
4050,-11400,17300,-5,661,-42
7080,-11400,17300,-28,652,-35
10100,-11400,17300,-55,621,-30
13100,-11400,17300,-87,615,-23
16200,-11400,17300,-106,576,-7
19200,-11400,17300,-111,571,10
22200,-11400,17300,-113,627,26
25200,-11400,17300,-100,610,33
28300,-11400,17300,-97,596,36
31300,-11400,17300,-105,565,43
34300,-11400,17300,-80,444,45
37300,-11400,17300,-12,339,63
40400,-11400,17300,66,366,62
43400,-11400,17300,107,494,34
46400,-11400,17300,107,620,0
49400,-11400,17300,74,716,-8
52500,-11400,17300,44,716,-5
55500,-11400,17300,37,700,-5
58500,-11400,17300,19,678,-11
61600,-11400,17300,-16,654,-15
64600,-11400,17300,-65,681,-17
67600,-11400,17300,-109,673,-12
70600,-11400,17300,-125,620,5
73700,-11400,17300,-85,521,21
76700,-11400,17300,-19,482,25
79700,-11400,17300,-5,483,10
82700,-11400,17300,-30,564,7
85800,-11400,17300,-52,635,21
88800,-11400,17300,-43,682,32
91800,-11400,17300,8,754,40
94800,-11400,17300,73,793,35
97900,-11400,17300,121,729,9
101000,-11400,17300,94,547,-55
104000,-11400,17300,25,495,-80
107000,-11400,17300,-34,578,-64
110000,-11400,17300,-49,695,-32
113000,-11400,17300,-21,547,-9
-26200,-8340,17300,-2,415,2
-23200,-8340,17300,3,574,3
-20200,-8340,17300,13,629,6
-17100,-8340,17300,27,641,7
-14100,-8340,17300,41,620,6
-11100,-8340,17300,63,653,0
-8050,-8340,17300,73,618,-6
-5030,-8340,17300,64,557,-18
-2000,-8340,17300,45,621,-34
1030,-8340,17300,18,613,-40
4050,-8340,17300,-11,599,-36
7080,-8340,17300,-36,605,-32
10100,-8340,17300,-59,574,-29
13100,-8340,17300,-97,602,-13
16200,-8340,17300,-123,607,7
19200,-8340,17300,-123,636,29
22200,-8340,17300,-104,658,45
25200,-8340,17300,-82,678,54
28300,-8340,17300,-62,602,47
31300,-8340,17300,-47,596,59
34300,-8340,17300,-7,405,53
37300,-8340,17300,10,236,24
40400,-8340,17300,37,308,43
43400,-8340,17300,67,490,-2
46400,-8340,17300,11,607,-7
49400,-8340,17300,10,677,-1
52500,-8340,17300,19,705,5
55500,-8340,17300,44,736,6
58500,-8340,17300,48,675,-6
61600,-8340,17300,23,687,-22
64600,-8340,17300,-43,688,-31
67600,-8340,17300,-118,673,-29
70600,-8340,17300,-174,622,-9
73700,-8340,17300,-136,483,40
76700,-8340,17300,-35,422,65
79700,-8340,17300,47,470,40
82700,-8340,17300,43,617,19
85800,-8340,17300,5,670,18
88800,-8340,17300,0,694,21
91800,-8340,17300,37,727,17
94800,-8340,17300,103,763,9
97900,-8340,17300,145,702,-18
101000,-8340,17300,125,607,-46
104000,-8340,17300,36,543,-64
107000,-8340,17300,-47,601,-44
110000,-8340,17300,-55,638,-27
113000,-8340,17300,-26,510,-12
-26200,-5330,17300,2,420,1
-23200,-5330,17300,7,571,2
-20200,-5330,17300,16,611,3
-17100,-5330,17300,32,644,3
-14100,-5330,17300,48,606,-1
-11100,-5330,17300,62,635,-9
-8050,-5330,17300,68,628,-20
-5030,-5330,17300,60,599,-34
-2000,-5330,17300,37,569,-33
1030,-5330,17300,17,581,-35
4050,-5330,17300,-10,525,-31
7080,-5330,17300,-33,596,-28
10100,-5330,17300,-53,567,-21
13100,-5330,17300,-83,618,-6
16200,-5330,17300,-101,620,14
19200,-5330,17300,-96,634,34
22200,-5330,17300,-68,686,51
25200,-5330,17300,-42,743,57
28300,-5330,17300,-18,769,67
31300,-5330,17300,14,620,65
34300,-5330,17300,66,439,55
37300,-5330,17300,60,306,-8
40400,-5330,17300,12,292,-41
43400,-5330,17300,-50,523,-41
46400,-5330,17300,-93,651,-18
49400,-5330,17300,-75,642,12
52500,-5330,17300,-18,703,20
55500,-5330,17300,32,696,26
58500,-5330,17300,76,730,12
61600,-5330,17300,63,696,-15
64600,-5330,17300,11,716,-31
67600,-5330,17300,-67,685,-35
70600,-5330,17300,-119,595,-19
73700,-5330,17300,-85,360,41
76700,-5330,17300,-22,303,76
79700,-5330,17300,43,351,42
82700,-5330,17300,49,635,14
85800,-5330,17300,26,727,7
88800,-5330,17300,21,714,3
91800,-5330,17300,44,672,-5
94800,-5330,17300,86,675,-20
97900,-5330,17300,112,655,-41
101000,-5330,17300,90,626,-55
104000,-5330,17300,28,602,-49
107000,-5330,17300,-28,602,-37
110000,-5330,17300,-41,592,-22
113000,-5330,17300,-22,428,-12
-26200,-2310,17300,6,430,1
-23200,-2310,17300,12,543,1
-20200,-2310,17300,20,582,0
-17100,-2310,17300,33,616,-2
-14100,-2310,17300,47,612,-7
-11100,-2310,17300,57,618,-15
-8050,-2310,17300,50,563,-24
-5030,-2310,17300,38,549,-30
-2000,-2310,17300,28,534,-34
1030,-2310,17300,16,553,-34
4050,-2310,17300,2,561,-32
7080,-2310,17300,-15,602,-26
10100,-2310,17300,-31,630,-20
13100,-2310,17300,-44,643,-12
16200,-2310,17300,-51,625,1
19200,-2310,17300,-48,655,13
22200,-2310,17300,-36,744,29
25200,-2310,17300,-3,783,34
28300,-2310,17300,34,769,39
31300,-2310,17300,75,664,32
34300,-2310,17300,70,412,-1
37300,-2310,17300,53,363,-26
40400,-2310,17300,-14,402,-56
43400,-2310,17300,-122,543,-47
46400,-2310,17300,-151,641,-9
49400,-2310,17300,-105,684,26
52500,-2310,17300,-34,716,37
55500,-2310,17300,34,713,36
58500,-2310,17300,84,693,20
61600,-2310,17300,90,699,-4
64600,-2310,17300,60,752,-21
67600,-2310,17300,11,674,-24
70600,-2310,17300,-2,558,-17
73700,-2310,17300,-16,333,-12
76700,-2310,17300,-29,318,-4
79700,-2310,17300,-34,359,12
82700,-2310,17300,-30,636,14
85800,-2310,17300,-14,714,3
88800,-2310,17300,3,664,-7
91800,-2310,17300,23,626,-13
94800,-2310,17300,50,594,-27
97900,-2310,17300,70,596,-38
101000,-2310,17300,61,576,-46
104000,-2310,17300,19,586,-43
107000,-2310,17300,-17,595,-30
110000,-2310,17300,-21,543,-17
113000,-2310,17300,-9,391,-6
-26200,708,17300,7,417,3
-23200,708,17300,12,543,2
-20200,708,17300,18,596,0
-17100,708,17300,21,549,-3
-14100,708,17300,35,606,-7
-11100,708,17300,40,596,-13
-8050,708,17300,35,515,-18
-5030,708,17300,27,543,-21
-2000,708,17300,19,498,-22
1030,708,17300,14,498,-21
4050,708,17300,11,522,-24
7080,708,17300,17,586,-24
10100,708,17300,7,574,-21
13100,708,17300,8,611,-20
16200,708,17300,-2,623,-17
19200,708,17300,0,670,-19
22200,708,17300,5,742,-11
25200,708,17300,29,758,-11
28300,708,17300,78,782,-11
31300,708,17300,126,675,-31
34300,708,17300,91,464,-65
37300,708,17300,4,390,-70
40400,708,17300,-83,459,-56
43400,708,17300,-145,574,-27
46400,708,17300,-154,646,-3
49400,708,17300,-109,673,17
52500,708,17300,-44,724,30
55500,708,17300,26,673,27
58500,708,17300,75,686,16
61600,708,17300,98,714,3
64600,708,17300,90,697,-7
67600,708,17300,93,687,-9
70600,708,17300,85,566,-10
73700,708,17300,36,355,-46
76700,708,17300,-27,303,-69
79700,708,17300,-113,394,-28
82700,708,17300,-118,626,5
85800,708,17300,-74,697,7
88800,708,17300,-38,642,0
91800,708,17300,-15,605,-2
94800,708,17300,4,568,-3
97900,708,17300,28,550,-13
101000,708,17300,32,532,-13
104000,708,17300,23,553,-20
107000,708,17300,2,568,-13
110000,708,17300,-3,535,-7
113000,708,17300,-1,407,-3
-26200,3730,17300,6,395,2
-23200,3730,17300,10,550,1
-20200,3730,17300,11,596,-1
-17100,3730,17300,12,595,-3
-14100,3730,17300,14,566,-6
-11100,3730,17300,16,555,-8
-8050,3730,17300,17,567,-11
-5030,3730,17300,12,532,-11
-2000,3730,17300,9,506,-12
1030,3730,17300,10,467,-10
4050,3730,17300,19,492,-16
7080,3730,17300,36,534,-19
10100,3730,17300,56,541,-21
13100,3730,17300,62,568,-26
16200,3730,17300,61,568,-35
19200,3730,17300,52,595,-45
22200,3730,17300,36,664,-48
25200,3730,17300,47,666,-45
28300,3730,17300,76,674,-42
31300,3730,17300,100,634,-53
34300,3730,17300,58,486,-71
37300,3730,17300,-36,450,-64
40400,3730,17300,-113,522,-48
43400,3730,17300,-132,554,-20
46400,3730,17300,-123,615,-4
49400,3730,17300,-82,629,2
52500,3730,17300,-32,635,4
55500,3730,17300,23,684,6
58500,3730,17300,68,697,1
61600,3730,17300,84,708,-5
64600,3730,17300,92,688,-6
67600,3730,17300,116,681,-7
70600,3730,17300,121,577,-15
73700,3730,17300,60,457,-44
76700,3730,17300,-64,433,-62
79700,3730,17300,-164,505,-36
82700,3730,17300,-160,611,0
85800,3730,17300,-124,670,11
88800,3730,17300,-88,657,15
91800,3730,17300,-60,582,17
94800,3730,17300,-41,562,21
97900,3730,17300,-13,521,14
101000,3730,17300,5,522,10
104000,3730,17300,17,547,2
107000,3730,17300,15,559,1
110000,3730,17300,9,503,-1
113000,3730,17300,4,358,-1
-26200,6740,17300,2,397,-1
-23200,6740,17300,5,545,-2
-20200,6740,17300,6,609,-2
-17100,6740,17300,3,602,-2
-14100,6740,17300,-2,558,-2
-11100,6740,17300,-4,540,-3
-8050,6740,17300,-7,551,-2
-5030,6740,17300,-8,508,0
-2000,6740,17300,-6,510,0
1030,6740,17300,4,466,1
4050,6740,17300,25,457,-3
7080,6740,17300,53,481,-9
10100,6740,17300,90,521,-17
13100,6740,17300,103,513,-25
16200,6740,17300,98,504,-34
19200,6740,17300,95,565,-51
22200,6740,17300,72,558,-54
25200,6740,17300,60,562,-54
28300,6740,17300,62,573,-56
31300,6740,17300,56,535,-53
34300,6740,17300,22,497,-54
37300,6740,17300,-48,479,-43
40400,6740,17300,-98,506,-26
43400,6740,17300,-105,528,-9
46400,6740,17300,-83,564,0
49400,6740,17300,-47,564,0
52500,6740,17300,-15,566,-6
55500,6740,17300,16,600,-12
58500,6740,17300,45,653,-13
61600,6740,17300,65,671,-8
64600,6740,17300,86,645,-6
67600,6740,17300,107,606,-6
70600,6740,17300,99,586,-14
73700,6740,17300,47,561,-26
76700,6740,17300,-51,533,-34
79700,6740,17300,-124,538,-26
82700,6740,17300,-142,602,-10
85800,6740,17300,-129,650,-4
88800,6740,17300,-110,649,6
91800,6740,17300,-92,597,15
94800,6740,17300,-72,562,20
97900,6740,17300,-43,522,19
101000,6740,17300,-15,533,17
104000,6740,17300,6,566,13
107000,6740,17300,18,587,8
110000,6740,17300,10,509,4
113000,6740,17300,5,397,1
-26200,9760,17300,-1,355,-2
-23200,9760,17300,1,551,-3
-20200,9760,17300,2,607,-3
-17100,9760,17300,-5,614,-3
-14100,9760,17300,-13,577,-1
-11100,9760,17300,-23,573,1
-8050,9760,17300,-31,534,5
-5030,9760,17300,-32,502,9
-2000,9760,17300,-27,478,14
1030,9760,17300,-10,438,15
4050,9760,17300,25,440,14
7080,9760,17300,66,454,7
10100,9760,17300,102,450,-3
13100,9760,17300,135,493,-11
16200,9760,17300,131,481,-20
19200,9760,17300,103,448,-33
22200,9760,17300,96,507,-42
25200,9760,17300,75,507,-47
28300,9760,17300,56,508,-47
31300,9760,17300,33,494,-45
34300,9760,17300,1,462,-37
37300,9760,17300,-44,467,-25
40400,9760,17300,-66,475,-9
43400,9760,17300,-71,499,4
46400,9760,17300,-53,529,10
49400,9760,17300,-29,566,9
52500,9760,17300,-3,542,2
55500,9760,17300,12,557,-4
58500,9760,17300,27,581,-8
61600,9760,17300,50,615,-5
64600,9760,17300,79,631,-6
67600,9760,17300,83,561,-7
70600,9760,17300,75,570,-16
73700,9760,17300,30,494,-20
76700,9760,17300,-32,527,-31
79700,9760,17300,-88,552,-34
82700,9760,17300,-113,557,-24
85800,9760,17300,-117,611,-19
88800,9760,17300,-115,630,-12
91800,9760,17300,-105,580,-4
94800,9760,17300,-91,537,10
97900,9760,17300,-65,516,16
101000,9760,17300,-36,507,16
104000,9760,17300,-4,460,12
107000,9760,17300,14,587,11
110000,9760,17300,10,500,6
113000,9760,17300,3,392,3
-26200,12800,17300,-2,376,-1
-23200,12800,17300,-3,534,-3
-20200,12800,17300,-4,595,-4
-17100,12800,17300,-8,586,-5
-14100,12800,17300,-19,577,-2
-11100,12800,17300,-31,576,2
-8050,12800,17300,-46,539,10
-5030,12800,17300,-59,544,20
-2000,12800,17300,-53,502,25
1030,12800,17300,-31,453,30
4050,12800,17300,13,399,30
7080,12800,17300,70,427,25
10100,12800,17300,111,398,15
13100,12800,17300,146,470,6
16200,12800,17300,149,492,-6
19200,12800,17300,122,473,-18
22200,12800,17300,98,457,-25
25200,12800,17300,77,479,-34
28300,12800,17300,52,456,-33
31300,12800,17300,26,453,-30
34300,12800,17300,1,483,-27
37300,12800,17300,-26,456,-13
40400,12800,17300,-31,485,-4
43400,12800,17300,-28,507,6
46400,12800,17300,-24,547,10
49400,12800,17300,-19,534,12
52500,12800,17300,-8,533,11
55500,12800,17300,1,552,12
58500,12800,17300,17,564,12
61600,12800,17300,43,580,10
64600,12800,17300,69,566,3
67600,12800,17300,74,553,-6
70600,12800,17300,54,553,-16
73700,12800,17300,22,543,-26
76700,12800,17300,-22,481,-32
79700,12800,17300,-67,527,-35
82700,12800,17300,-91,532,-32
85800,12800,17300,-94,546,-26
88800,12800,17300,-111,606,-24
91800,12800,17300,-110,567,-16
94800,12800,17300,-106,535,-1
97900,12800,17300,-83,492,13
101000,12800,17300,-47,488,17
104000,12800,17300,-13,509,14
107000,12800,17300,12,590,12
110000,12800,17300,13,549,8
113000,12800,17300,6,403,5
-26200,15800,17300,0,388,0
-23200,15800,17300,-3,517,-2
-20200,15800,17300,-7,569,-5
-17100,15800,17300,-11,573,-6
-14100,15800,17300,-19,552,-3
-11100,15800,17300,-34,574,2
-8050,15800,17300,-55,614,13
-5030,15800,17300,-77,593,22
-2000,15800,17300,-91,564,34
1030,15800,17300,-65,477,43
4050,15800,17300,-1,423,50
7080,15800,17300,81,416,45
10100,15800,17300,129,427,33
13100,15800,17300,148,467,18
16200,15800,17300,144,483,4
19200,15800,17300,115,473,-5
22200,15800,17300,88,465,-13
25200,15800,17300,65,468,-19
28300,15800,17300,44,444,-19
31300,15800,17300,28,449,-17
34300,15800,17300,16,469,-14
37300,15800,17300,12,442,-6
40400,15800,17300,10,464,-4
43400,15800,17300,11,500,-4
46400,15800,17300,3,534,-6
49400,15800,17300,-12,570,0
52500,15800,17300,-17,548,10
55500,15800,17300,-10,558,21
58500,15800,17300,14,583,27
61600,15800,17300,41,579,22
64600,15800,17300,58,569,10
67600,15800,17300,56,572,-2
70600,15800,17300,29,564,-11
73700,15800,17300,-3,550,-18
76700,15800,17300,-32,517,-23
79700,15800,17300,-56,489,-25
82700,15800,17300,-70,500,-24
85800,15800,17300,-72,514,-25
88800,15800,17300,-83,537,-25
91800,15800,17300,-112,550,-22
94800,15800,17300,-117,512,-8
97900,15800,17300,-97,477,11
101000,15800,17300,-47,481,21
104000,15800,17300,-4,503,20
107000,15800,17300,16,543,15
110000,15800,17300,15,540,12
113000,15800,17300,7,426,8
-26200,18800,17300,1,397,-1
-23200,18800,17300,-1,522,-3
-20200,18800,17300,-4,555,-5
-17100,18800,17300,-8,537,-5
-14100,18800,17300,-15,586,-4
-11100,18800,17300,-31,598,1
-8050,18800,17300,-51,619,10
-5030,18800,17300,-76,596,17
-2000,18800,17300,-110,620,26
1030,18800,17300,-106,516,49
4050,18800,17300,-32,426,75
7080,18800,17300,70,399,78
10100,18800,17300,137,440,51
13100,18800,17300,150,522,27
16200,18800,17300,125,532,10
19200,18800,17300,91,519,4
22200,18800,17300,66,471,-1
25200,18800,17300,46,467,-6
28300,18800,17300,30,404,-5
31300,18800,17300,27,421,-1
34300,18800,17300,30,436,2
37300,18800,17300,41,429,5
40400,18800,17300,49,451,-1
43400,18800,17300,50,494,-9
46400,18800,17300,33,539,-19
49400,18800,17300,7,542,-14
52500,18800,17300,-9,561,3
55500,18800,17300,-7,583,19
58500,18800,17300,11,567,23
61600,18800,17300,32,592,18
64600,18800,17300,38,591,10
67600,18800,17300,27,578,3
70600,18800,17300,-2,594,-2
73700,18800,17300,-36,582,-8
76700,18800,17300,-58,514,-14
79700,18800,17300,-66,489,-7
82700,18800,17300,-59,498,-9
85800,18800,17300,-41,443,-14
88800,18800,17300,-52,527,-21
