X(cm),Y(cm),Z(cm),VX(cm/s),VY(cm/s),VZ(cm/s)
25200,-56600,10300,-37,501,-15
28300,-56600,10300,0,0,0
31300,-56600,10300,0,0,0
34300,-56600,10300,-220,571,100
37300,-56600,10300,-200,663,143
40400,-56600,10300,-160,654,140
43400,-56600,10300,-102,625,135
46400,-56600,10300,-8,571,142
49400,-56600,10300,58,602,133
52500,-56600,10300,77,623,107
55500,-56600,10300,37,656,88
58500,-56600,10300,-10,729,102
61600,-56600,10300,-42,747,129
64600,-56600,10300,-57,747,140
67600,-56600,10300,-55,695,143
70600,-56600,10300,-44,697,136
73700,-56600,10300,-36,733,133
76700,-56600,10300,-41,767,121
79700,-56600,10300,-34,690,105
82700,-56600,10300,-24,661,104
85800,-56600,10300,-2,637,106
88800,-56600,10300,34,593,106
91800,-56600,10300,78,588,108
94800,-56600,10300,103,656,106
97900,-56600,10300,97,721,110
101000,-56600,10300,82,742,115
104000,-56600,10300,72,759,119
107000,-56600,10300,65,784,114
110000,-56600,10300,41,742,96
113000,-56600,10300,16,532,65
-26200,-53600,10300,8,488,33
-23200,-53600,10300,14,666,42
-20200,-53600,10300,8,728,33
-17100,-53600,10300,-9,789,26
-14100,-53600,10300,-31,821,17
-11100,-53600,10300,-51,805,14
-8050,-53600,10300,-79,834,12
-5030,-53600,10300,-104,807,13
-2000,-53600,10300,-125,790,15
1030,-53600,10300,-156,802,20
4050,-53600,10300,-176,786,24
7080,-53600,10300,-181,755,27
10100,-53600,10300,-182,766,28
13100,-53600,10300,-168,769,21
16200,-53600,10300,-138,733,15
19200,-53600,10300,-106,694,9
22200,-53600,10300,-77,640,6
25200,-53600,10300,-47,485,11
28300,-53600,10300,-127,276,26
31300,-53600,10300,-315,334,37
34300,-53600,10300,-349,512,95
37300,-53600,10300,-224,530,141
40400,-53600,10300,-196,580,131
43400,-53600,10300,-102,412,112
46400,-53600,10300,0,361,125
49400,-53600,10300,81,468,125
52500,-53600,10300,110,601,94
55500,-53600,10300,59,702,55
58500,-53600,10300,-14,764,54
61600,-53600,10300,-76,766,88
64600,-53600,10300,-96,728,124
67600,-53600,10300,-84,619,163
70600,-53600,10300,-51,573,157
73700,-53600,10300,-50,658,148
76700,-53600,10300,-59,721,138
79700,-53600,10300,-49,670,123
82700,-53600,10300,-29,613,113
85800,-53600,10300,-3,567,107
88800,-53600,10300,40,480,101
91800,-53600,10300,86,468,91
94800,-53600,10300,114,576,88
97900,-53600,10300,107,692,106
101000,-53600,10300,78,698,132
104000,-53600,10300,73,668,142
107000,-53600,10300,88,709,119
110000,-53600,10300,60,756,88
113000,-53600,10300,26,568,54
-26200,-50600,10300,2,512,27
-23200,-50600,10300,2,669,31
-20200,-50600,10300,-6,732,27
-17100,-50600,10300,-23,789,23
-14100,-50600,10300,-46,819,20
-11100,-50600,10300,-62,792,17
-8050,-50600,10300,-86,819,17
-5030,-50600,10300,-110,829,18
-2000,-50600,10300,-122,774,19
1030,-50600,10300,-151,784,26
4050,-50600,10300,-174,772,34
7080,-50600,10300,-176,720,37
10100,-50600,10300,-173,697,43
13100,-50600,10300,-142,672,49
16200,-50600,10300,-104,654,43
19200,-50600,10300,-68,631,36
22200,-50600,10300,-66,605,38
25200,-50600,10300,-93,515,50
28300,-50600,10300,-183,397,71
31300,-50600,10300,-223,360,64
34300,-50600,10300,-207,372,39
37300,-50600,10300,-231,473,73
40400,-50600,10300,-211,462,74
43400,-50600,10300,-84,236,52
46400,-50600,10300,11,202,78
49400,-50600,10300,67,340,91
52500,-50600,10300,95,577,75
55500,-50600,10300,69,744,49
58500,-50600,10300,-7,814,30
61600,-50600,10300,-75,794,37
64600,-50600,10300,-98,653,68
67600,-50600,10300,-67,477,105
70600,-50600,10300,-49,440,114
73700,-50600,10300,-71,595,127
76700,-50600,10300,-90,710,129
79700,-50600,10300,-77,660,118
82700,-50600,10300,-37,555,107
85800,-50600,10300,16,486,85
88800,-50600,10300,68,395,52
91800,-50600,10300,112,437,26
94800,-50600,10300,129,560,37
97900,-50600,10300,120,729,74
101000,-50600,10300,74,701,113
104000,-50600,10300,64,586,109
107000,-50600,10300,73,619,84
110000,-50600,10300,61,737,64
113000,-50600,10300,24,597,37
-26200,-47600,10300,-2,433,19
-23200,-47600,10300,-5,657,25
-20200,-47600,10300,-16,723,22
-17100,-47600,10300,-35,796,23
-14100,-47600,10300,-54,788,21
-11100,-47600,10300,-73,790,21
-8050,-47600,10300,-90,784,21
-5030,-47600,10300,-108,776,22
-2000,-47600,10300,-122,765,25
1030,-47600,10300,-144,774,34
4050,-47600,10300,-161,762,44
7080,-47600,10300,-169,714,51
10100,-47600,10300,-169,668,63
13100,-47600,10300,-132,601,76
16200,-47600,10300,-75,591,78
19200,-47600,10300,-19,605,73
22200,-47600,10300,-16,606,64
25200,-47600,10300,-62,524,65
28300,-47600,10300,-79,305,78
31300,-47600,10300,-60,233,89
34300,-47600,10300,-103,346,43
37300,-47600,10300,-252,511,29
40400,-47600,10300,-225,380,30
43400,-47600,10300,-12,80,-3
46400,-47600,10300,3,50,4
49400,-47600,10300,48,226,-7
52500,-47600,10300,28,523,-2
55500,-47600,10300,6,768,21
58500,-47600,10300,-34,850,28
61600,-47600,10300,-73,845,16
64600,-47600,10300,-68,631,-1
67600,-47600,10300,-56,428,-15
70600,-47600,10300,-86,462,4
73700,-47600,10300,-131,650,50
76700,-47600,10300,-132,695,80
79700,-47600,10300,-99,573,93
82700,-47600,10300,-45,400,108
85800,-47600,10300,18,372,81
88800,-47600,10300,74,331,15
91800,-47600,10300,179,394,-26
94800,-47600,10300,189,619,-9
97900,-47600,10300,152,800,28
101000,-47600,10300,97,702,32
104000,-47600,10300,69,585,7
107000,-47600,10300,36,617,2
110000,-47600,10300,12,747,7
113000,-47600,10300,1,613,10
-26200,-44500,10300,-5,486,15
-23200,-44500,10300,-12,654,18
-20200,-44500,10300,-25,738,17
-17100,-44500,10300,-47,809,23
-14100,-44500,10300,-71,839,26
-11100,-44500,10300,-82,806,28
-8050,-44500,10300,-97,824,31
-5030,-44500,10300,-108,820,35
-2000,-44500,10300,-114,783,36
1030,-44500,10300,-129,782,46
4050,-44500,10300,-135,752,56
7080,-44500,10300,-145,721,66
10100,-44500,10300,-157,627,76
13100,-44500,10300,-123,479,97
16200,-44500,10300,-45,418,113
19200,-44500,10300,42,475,114
22200,-44500,10300,71,628,102
25200,-44500,10300,42,518,57
28300,-44500,10300,3,244,19
31300,-44500,10300,-15,202,-1
34300,-44500,10300,-75,404,21
37300,-44500,10300,-194,573,45
40400,-44500,10300,0,0,0
43400,-44500,10300,0,0,0
46400,-44500,10300,30,175,-111
49400,-44500,10300,-42,263,-135
52500,-44500,10300,-16,603,-109
55500,-44500,10300,-58,839,-41
58500,-44500,10300,-89,912,10
61600,-44500,10300,-109,873,19
64600,-44500,10300,-112,687,3
67600,-44500,10300,-119,559,-18
70600,-44500,10300,-123,550,-9
73700,-44500,10300,-126,658,11
76700,-44500,10300,-113,638,28
79700,-44500,10300,-59,385,48
82700,-44500,10300,-8,224,61
85800,-44500,10300,-22,246,71
88800,-44500,10300,-11,219,21
91800,-44500,10300,179,202,-14
94800,-44500,10300,212,550,-17
97900,-44500,10300,148,855,8
101000,-44500,10300,112,753,-24
104000,-44500,10300,50,571,-63
107000,-44500,10300,-4,703,-54
110000,-44500,10300,-23,759,-24
113000,-44500,10300,-11,542,-5
-26200,-41500,10300,-7,472,8
-23200,-41500,10300,-19,655,11
-20200,-41500,10300,-38,752,13
-17100,-41500,10300,-63,829,22
-14100,-41500,10300,-80,830,30
-11100,-41500,10300,-92,821,34
-8050,-41500,10300,-103,838,43
-5030,-41500,10300,-105,838,48
-2000,-41500,10300,-98,794,49
1030,-41500,10300,-96,783,55
4050,-41500,10300,-93,735,70
7080,-41500,10300,-97,714,76
10100,-41500,10300,-104,595,80
13100,-41500,10300,-79,313,92
16200,-41500,10300,-23,254,127
19200,-41500,10300,58,255,98
22200,-41500,10300,116,583,131
25200,-41500,10300,140,593,65
28300,-41500,10300,85,342,-35
31300,-41500,10300,1,228,-66
34300,-41500,10300,-11,520,-33
37300,-41500,10300,40,601,8
40400,-41500,10300,0,0,0
43400,-41500,10300,0,0,0
46400,-41500,10300,-223,357,-92
49400,-41500,10300,-17,123,-77
52500,-41500,10300,36,564,-91
55500,-41500,10300,-56,864,-70
58500,-41500,10300,-110,940,-35
61600,-41500,10300,-151,892,-15
64600,-41500,10300,-180,683,8
67600,-41500,10300,-147,494,55
70600,-41500,10300,-83,457,64
73700,-41500,10300,-67,608,30
76700,-41500,10300,-33,571,-3
79700,-41500,10300,13,265,-10
82700,-41500,10300,29,208,-24
85800,-41500,10300,45,323,-60
88800,-41500,10300,0,0,0
91800,-41500,10300,0,0,0
94800,-41500,10300,-8,575,29
97900,-41500,10300,43,846,27
101000,-41500,10300,74,820,-13
104000,-41500,10300,30,732,-49
107000,-41500,10300,-25,814,-45
110000,-41500,10300,-36,784,-28
113000,-41500,10300,-18,553,-9
-26200,-38500,10300,-11,451,2
-23200,-38500,10300,-28,669,5
-20200,-38500,10300,-51,767,10
-17100,-38500,10300,-75,830,21
-14100,-38500,10300,-94,838,34
-11100,-38500,10300,-102,827,43
-8050,-38500,10300,-103,804,50
-5030,-38500,10300,-94,793,54
-2000,-38500,10300,-77,768,54
1030,-38500,10300,-60,762,55
4050,-38500,10300,-38,726,61
7080,-38500,10300,-26,759,74
10100,-38500,10300,-11,603,59
13100,-38500,10300,7,217,24
16200,-38500,10300,22,184,5
19200,-38500,10300,-10,252,18
22200,-38500,10300,29,537,77
25200,-38500,10300,127,612,79
28300,-38500,10300,153,531,10
31300,-38500,10300,102,461,-51
34300,-38500,10300,76,582,-54
37300,-38500,10300,155,541,-35
40400,-38500,10300,137,296,-39
43400,-38500,10300,-75,230,-35
46400,-38500,10300,0,0,0
49400,-38500,10300,0,0,0
52500,-38500,10300,-97,615,-60
55500,-38500,10300,-110,899,-81
58500,-38500,10300,-118,975,-84
61600,-38500,10300,-147,951,-77
64600,-38500,10300,-137,553,-30
67600,-38500,10300,-72,289,37
70600,-38500,10300,-54,285,95
73700,-38500,10300,-56,490,72
76700,-38500,10300,-34,482,-8
79700,-38500,10300,78,254,-70
82700,-38500,10300,173,274,-120
85800,-38500,10300,192,342,-97
88800,-38500,10300,145,272,-30
91800,-38500,10300,-90,197,2
94800,-38500,10300,-165,580,28
97900,-38500,10300,-95,743,27
101000,-38500,10300,-19,812,5
104000,-38500,10300,-8,827,-21
107000,-38500,10300,-27,851,-24
110000,-38500,10300,-30,785,-21
113000,-38500,10300,-12,555,-14
-26200,-35500,10300,-15,490,1
-23200,-35500,10300,-33,705,3
-20200,-35500,10300,-57,781,7
-17100,-35500,10300,-84,832,19
-14100,-35500,10300,-103,838,35
-11100,-35500,10300,-112,821,49
-8050,-35500,10300,-111,801,62
-5030,-35500,10300,-96,776,69
-2000,-35500,10300,-66,765,71
1030,-35500,10300,-28,752,65
4050,-35500,10300,12,724,58
7080,-35500,10300,51,708,45
10100,-35500,10300,82,607,22
13100,-35500,10300,79,255,-39
16200,-35500,10300,25,212,-82
19200,-35500,10300,-16,327,-56
22200,-35500,10300,-28,495,2
25200,-35500,10300,28,487,59
28300,-35500,10300,115,483,33
31300,-35500,10300,138,567,-21
34300,-35500,10300,126,649,-45
37300,-35500,10300,126,585,-45
40400,-35500,10300,92,437,-40
43400,-35500,10300,15,340,-24
46400,-35500,10300,-30,186,7
49400,-35500,10300,-184,199,9
52500,-35500,10300,-268,622,-30
55500,-35500,10300,-201,876,-56
58500,-35500,10300,-138,924,-69
61600,-35500,10300,-103,840,-76
64600,-35500,10300,-57,491,-61
67600,-35500,10300,-49,231,-23
70600,-35500,10300,-35,234,-6
73700,-35500,10300,-94,504,24
76700,-35500,10300,-122,453,20
79700,-35500,10300,0,0,0
82700,-35500,10300,177,164,-36
85800,-35500,10300,191,402,-46
88800,-35500,10300,82,457,-30
91800,-35500,10300,-69,451,-13
94800,-35500,10300,-160,589,-6
97900,-35500,10300,-128,692,-6
101000,-35500,10300,-77,783,-9
104000,-35500,10300,-53,834,-17
107000,-35500,10300,-32,808,-16
110000,-35500,10300,-22,779,-19
113000,-35500,10300,-8,561,-15
-26200,-32500,10300,-18,545,2
-23200,-32500,10300,-34,720,4
-20200,-32500,10300,-57,808,8
-17100,-32500,10300,-87,858,17
-14100,-32500,10300,-112,851,30
-11100,-32500,10300,-122,803,44
-8050,-32500,10300,-123,762,67
-5030,-32500,10300,-93,721,88
-2000,-32500,10300,-57,715,93
1030,-32500,10300,-12,700,90
4050,-32500,10300,33,686,73
7080,-32500,10300,74,661,48
10100,-32500,10300,121,594,19
13100,-32500,10300,137,413,-25
16200,-32500,10300,93,371,-66
19200,-32500,10300,43,455,-67
22200,-32500,10300,16,515,-45
25200,-32500,10300,24,426,-11
28300,-32500,10300,52,384,-14
31300,-32500,10300,83,555,-26
34300,-32500,10300,98,611,-31
37300,-32500,10300,81,566,-33
40400,-32500,10300,55,503,-21
43400,-32500,10300,7,412,-6
46400,-32500,10300,-75,345,15
49400,-32500,10300,-206,420,25
52500,-32500,10300,-286,659,12
55500,-32500,10300,-246,793,6
58500,-32500,10300,-172,855,-2
61600,-32500,10300,-88,754,-10
64600,-32500,10300,-16,547,-41
67600,-32500,10300,-20,334,-88
70600,-32500,10300,-52,239,-50
73700,-32500,10300,-62,565,-13
76700,-32500,10300,-29,409,3
79700,-32500,10300,0,0,0
82700,-32500,10300,0,0,0
85800,-32500,10300,-27,419,4
88800,-32500,10300,-12,550,-2
91800,-32500,10300,-64,572,-6
94800,-32500,10300,-117,612,-19
97900,-32500,10300,-130,674,-26
101000,-32500,10300,-104,751,-24
104000,-32500,10300,-70,779,-26
107000,-32500,10300,-32,799,-24
110000,-32500,10300,-13,729,-20
113000,-32500,10300,-5,518,-13
-26200,-29500,10300,-15,546,-1
-23200,-29500,10300,-34,743,1
-20200,-29500,10300,-58,832,6
-17100,-29500,10300,-88,881,14
-14100,-29500,10300,-113,875,24
-11100,-29500,10300,-128,801,39
-8050,-29500,10300,-125,759,65
-5030,-29500,10300,-103,733,91
-2000,-29500,10300,-52,659,108
1030,-29500,10300,0,635,109
4050,-29500,10300,34,631,99
7080,-29500,10300,49,612,74
10100,-29500,10300,71,516,57
13100,-29500,10300,112,418,44
16200,-29500,10300,137,411,17
19200,-29500,10300,119,478,-30
22200,-29500,10300,87,540,-61
25200,-29500,10300,52,462,-67
28300,-29500,10300,25,431,-53
31300,-29500,10300,29,562,-38
34300,-29500,10300,41,598,-30
37300,-29500,10300,49,568,-17
40400,-29500,10300,40,523,-13
43400,-29500,10300,4,471,-9
46400,-29500,10300,-61,468,-7
49400,-29500,10300,-150,553,0
52500,-29500,10300,-207,666,3
55500,-29500,10300,-224,770,17
58500,-29500,10300,-191,782,37
61600,-29500,10300,-107,645,55
64600,-29500,10300,-16,516,28
67600,-29500,10300,-2,500,-22
70600,-29500,10300,-33,447,-37
73700,-29500,10300,-5,544,-24
76700,-29500,10300,83,400,-8
79700,-29500,10300,11,91,0
82700,-29500,10300,-112,186,15
85800,-29500,10300,-110,420,33
88800,-29500,10300,-65,535,27
91800,-29500,10300,-68,581,10
94800,-29500,10300,-100,630,-12
97900,-29500,10300,-126,670,-28
101000,-29500,10300,-102,664,-28
104000,-29500,10300,-66,717,-26
107000,-29500,10300,-23,762,-24
110000,-29500,10300,-4,719,-19
113000,-29500,10300,4,518,-13
-26200,-26400,10300,-13,563,-3
-23200,-26400,10300,-27,751,-2
-20200,-26400,10300,-52,866,4
-17100,-26400,10300,-83,923,11
-14100,-26400,10300,-111,885,20
-11100,-26400,10300,-124,831,30
-8050,-26400,10300,-136,713,51
-5030,-26400,10300,-113,690,81
-2000,-26400,10300,-50,596,102
1030,-26400,10300,21,589,94
4050,-26400,10300,50,624,83
7080,-26400,10300,32,618,81
10100,-26400,10300,7,375,74
13100,-26400,10300,34,264,82
16200,-26400,10300,82,301,68
19200,-26400,10300,104,396,13
22200,-26400,10300,92,524,-32
25200,-26400,10300,52,527,-52
28300,-26400,10300,2,510,-41
31300,-26400,10300,-14,563,-17
34300,-26400,10300,3,581,-10
37300,-26400,10300,21,551,3
40400,-26400,10300,30,497,8
43400,-26400,10300,33,459,5
46400,-26400,10300,-6,517,-15
49400,-26400,10300,-68,595,-25
52500,-26400,10300,-138,691,-23
55500,-26400,10300,-171,766,-14
58500,-26400,10300,-162,733,5
61600,-26400,10300,-90,470,36
64600,-26400,10300,-29,412,30
67600,-26400,10300,-5,519,-14
70600,-26400,10300,-35,562,-32
73700,-26400,10300,-56,568,-28
76700,-26400,10300,-33,411,-14
79700,-26400,10300,-44,228,0
82700,-26400,10300,-67,240,21
85800,-26400,10300,-61,367,45
88800,-26400,10300,-59,498,33
91800,-26400,10300,-85,597,9
94800,-26400,10300,-118,641,-11
97900,-26400,10300,-136,654,-24
101000,-26400,10300,-91,634,-27
104000,-26400,10300,-38,677,-26
107000,-26400,10300,18,761,-20
110000,-26400,10300,33,739,-19
113000,-26400,10300,22,528,-13
-26200,-23400,10300,-11,566,-2
-23200,-23400,10300,-24,783,-1
-20200,-23400,10300,-45,892,5
-17100,-23400,10300,-72,941,12
-14100,-23400,10300,-87,909,16
-11100,-23400,10300,-104,860,23
-8050,-23400,10300,-124,752,38
-5030,-23400,10300,-109,584,69
-2000,-23400,10300,-42,418,101
1030,-23400,10300,40,423,87
4050,-23400,10300,82,528,41
7080,-23400,10300,48,643,58
10100,-23400,10300,32,339,48
13100,-23400,10300,12,198,16
16200,-23400,10300,24,202,15
19200,-23400,10300,29,342,4
22200,-23400,10300,19,556,5
25200,-23400,10300,2,625,0
28300,-23400,10300,-25,614,5
31300,-23400,10300,-34,563,14
34300,-23400,10300,-24,558,18
37300,-23400,10300,-7,507,26
40400,-23400,10300,15,405,42
43400,-23400,10300,39,400,47
46400,-23400,10300,43,497,22
49400,-23400,10300,6,633,-9
52500,-23400,10300,-47,700,-32
55500,-23400,10300,-90,756,-43
58500,-23400,10300,-107,674,-58
61600,-23400,10300,-78,437,-64
64600,-23400,10300,-63,359,-55
67600,-23400,10300,-40,470,-36
70600,-23400,10300,-34,586,-34
73700,-23400,10300,-87,582,-27
76700,-23400,10300,-128,360,-7
79700,-23400,10300,-58,150,-3
82700,-23400,10300,46,237,9
85800,-23400,10300,-12,378,22
88800,-23400,10300,-63,515,27
91800,-23400,10300,-103,606,15
94800,-23400,10300,-139,632,-5
97900,-23400,10300,-158,618,-16
101000,-23400,10300,-107,555,-19
104000,-23400,10300,13,598,-16
107000,-23400,10300,72,716,-15
110000,-23400,10300,89,739,-12
113000,-23400,10300,42,604,-10
-26200,-20400,10300,-8,550,-1
-23200,-20400,10300,-19,780,2
-20200,-20400,10300,-33,887,8
-17100,-20400,10300,-45,916,15
-14100,-20400,10300,-52,906,18
-11100,-20400,10300,-59,880,20
-8050,-20400,10300,-61,725,23
-5030,-20400,10300,-45,427,38
-2000,-20400,10300,-6,199,52
1030,-20400,10300,23,232,62
4050,-20400,10300,51,478,37
7080,-20400,10300,60,620,30
10100,-20400,10300,44,364,3
13100,-20400,10300,4,223,-25
16200,-20400,10300,-5,185,-13
19200,-20400,10300,-29,405,-3
22200,-20400,10300,-60,602,17
25200,-20400,10300,-66,661,26
28300,-20400,10300,-64,644,23
31300,-20400,10300,-52,593,21
34300,-20400,10300,-29,560,16
37300,-20400,10300,-2,491,13
40400,-20400,10300,13,348,21
43400,-20400,10300,36,332,30
46400,-20400,10300,53,482,26
49400,-20400,10300,46,636,5
52500,-20400,10300,8,738,-20
55500,-20400,10300,-38,766,-44
58500,-20400,10300,-71,697,-76
61600,-20400,10300,-102,486,-71
64600,-20400,10300,-94,333,-22
67600,-20400,10300,-35,383,-6
70600,-20400,10300,3,547,-20
73700,-20400,10300,-32,594,-23
76700,-20400,10300,-62,363,1
79700,-20400,10300,0,0,0
82700,-20400,10300,10,153,12
85800,-20400,10300,-31,422,23
88800,-20400,10300,-88,571,24
91800,-20400,10300,-125,644,33
94800,-20400,10300,-156,644,28
97900,-20400,10300,-174,568,16
101000,-20400,10300,-119,382,8
104000,-20400,10300,54,355,0
107000,-20400,10300,174,649,-8
110000,-20400,10300,142,815,-7
113000,-20400,10300,62,654,-4
-26200,-17400,10300,-5,594,3
-23200,-17400,10300,-12,790,8
-20200,-17400,10300,-19,893,14
-17100,-17400,10300,-21,943,22
-14100,-17400,10300,-15,887,27
-11100,-17400,10300,1,839,29
-8050,-17400,10300,15,676,24
-5030,-17400,10300,28,385,11
-2000,-17400,10300,12,207,-16
1030,-17400,10300,-1,220,-7
4050,-17400,10300,-5,411,18
7080,-17400,10300,57,540,24
10100,-17400,10300,60,390,-26
13100,-17400,10300,-9,277,-65
16200,-17400,10300,-59,253,-41
19200,-17400,10300,-100,479,-5
22200,-17400,10300,-109,619,13
25200,-17400,10300,-111,665,28
28300,-17400,10300,-101,656,31
31300,-17400,10300,-81,579,23
34300,-17400,10300,-50,523,4
37300,-17400,10300,16,463,-16
40400,-17400,10300,69,324,-43
43400,-17400,10300,72,366,-64
46400,-17400,10300,56,495,-38
49400,-17400,10300,40,648,-18
52500,-17400,10300,24,767,-15
55500,-17400,10300,3,803,-23
58500,-17400,10300,-38,749,-43
61600,-17400,10300,-74,420,-23
64600,-17400,10300,-47,209,38
67600,-17400,10300,-22,192,41
70600,-17400,10300,10,416,19
73700,-17400,10300,39,564,18
76700,-17400,10300,86,321,24
79700,-17400,10300,2,5,2
82700,-17400,10300,-103,266,6
85800,-17400,10300,-120,411,13
88800,-17400,10300,-126,543,25
91800,-17400,10300,-123,669,67
94800,-17400,10300,-138,649,92
97900,-17400,10300,-129,509,83
101000,-17400,10300,-105,273,34
104000,-17400,10300,15,27,-1
107000,-17400,10300,187,570,-16
110000,-17400,10300,121,920,-5
113000,-17400,10300,46,727,-3
-26200,-14400,10300,-3,550,10
-23200,-14400,10300,-7,820,17
-20200,-14400,10300,-5,900,22
-17100,-14400,10300,2,935,31
-14100,-14400,10300,20,871,34
-11100,-14400,10300,37,816,38
-8050,-14400,10300,60,652,39
-5030,-14400,10300,97,427,11
-2000,-14400,10300,73,304,-66
1030,-14400,10300,-5,287,-74
4050,-14400,10300,-45,439,-26
7080,-14400,10300,-5,526,-7
10100,-14400,10300,-7,521,-26
13100,-14400,10300,-56,397,-18
16200,-14400,10300,-106,406,11
19200,-14400,10300,-126,542,16
22200,-14400,10300,-128,633,17
25200,-14400,10300,-126,649,23
28300,-14400,10300,-119,602,26
31300,-14400,10300,-115,555,22
34300,-14400,10300,-94,466,2
37300,-14400,10300,-10,315,-22
40400,-14400,10300,120,287,-53
43400,-14400,10300,165,393,-76
46400,-14400,10300,122,561,-77
49400,-14400,10300,49,700,-44
52500,-14400,10300,33,793,-18
55500,-14400,10300,17,818,-10
58500,-14400,10300,17,751,-20
61600,-14400,10300,0,431,-30
64600,-14400,10300,-27,199,-20
67600,-14400,10300,-28,157,-4
70600,-14400,10300,-65,363,32
73700,-14400,10300,-26,403,58
76700,-14400,10300,76,299,72
79700,-14400,10300,39,217,39
82700,-14400,10300,-90,341,-21
85800,-14400,10300,-150,422,-20
88800,-14400,10300,-142,507,50
91800,-14400,10300,-89,623,105
94800,-14400,10300,-57,595,131
97900,-14400,10300,-3,459,129
101000,-14400,10300,5,19,4
104000,-14400,10300,0,0,0
107000,-14400,10300,-46,547,8
110000,-14400,10300,-11,948,-2
113000,-14400,10300,-2,751,-2
-26200,-11400,10300,-5,576,16
-23200,-11400,10300,-3,823,24
-20200,-11400,10300,5,884,31
-17100,-11400,10300,22,890,37
-14100,-11400,10300,47,859,40
-11100,-11400,10300,59,795,37
-8050,-11400,10300,63,594,43
-5030,-11400,10300,78,403,37
-2000,-11400,10300,90,388,-16
1030,-11400,10300,40,484,-68
4050,-11400,10300,-13,505,-79
7080,-11400,10300,-42,547,-71
10100,-11400,10300,-68,567,-56
13100,-11400,10300,-92,459,-29
16200,-11400,10300,-120,426,7
19200,-11400,10300,-133,510,22
22200,-11400,10300,-130,600,27
25200,-11400,10300,-118,638,27
28300,-11400,10300,-106,565,17
31300,-11400,10300,-126,536,17
34300,-11400,10300,-119,405,9
37300,-11400,10300,-51,139,-4
40400,-11400,10300,81,97,-16
43400,-11400,10300,175,341,-38
46400,-11400,10300,118,619,-59
49400,-11400,10300,34,740,-45
52500,-11400,10300,25,764,-16
55500,-11400,10300,51,793,-8
58500,-11400,10300,62,747,-12
61600,-11400,10300,48,519,-28
64600,-11400,10300,-8,251,-49
67600,-11400,10300,-79,287,-37
70600,-11400,10300,-131,387,1
73700,-11400,10300,-86,234,29
76700,-11400,10300,-6,162,60
79700,-11400,10300,48,200,21
82700,-11400,10300,-22,409,-4
85800,-11400,10300,-91,438,10
88800,-11400,10300,-64,375,49
91800,-11400,10300,-2,511,76
94800,-11400,10300,5,508,82
97900,-11400,10300,20,232,93
101000,-11400,10300,139,192,89
104000,-11400,10300,51,184,48
107000,-11400,10300,-92,530,29
110000,-11400,10300,-82,823,13
113000,-11400,10300,-35,693,4
-26200,-8340,10300,-3,597,20
-23200,-8340,10300,0,822,26
-20200,-8340,10300,10,871,32
-17100,-8340,10300,34,883,44
-14100,-8340,10300,67,826,43
-11100,-8340,10300,90,775,22
-8050,-8340,10300,87,577,-4
-5030,-8340,10300,60,369,-26
-2000,-8340,10300,44,395,-49
1030,-8340,10300,30,525,-70
4050,-8340,10300,-7,580,-83
7080,-8340,10300,-63,633,-84
10100,-8340,10300,-84,630,-69
13100,-8340,10300,-105,459,-60
16200,-8340,10300,-171,467,-29
19200,-8340,10300,-191,521,21
22200,-8340,10300,-131,545,56
25200,-8340,10300,-91,577,61
28300,-8340,10300,-86,577,54
31300,-8340,10300,-100,520,44
34300,-8340,10300,-58,300,20
37300,-8340,10300,0,0,0
40400,-8340,10300,0,0,0
43400,-8340,10300,-28,318,-18
46400,-8340,10300,-48,667,-42
49400,-8340,10300,-53,740,-36
52500,-8340,10300,10,739,-18
55500,-8340,10300,62,749,-8
58500,-8340,10300,105,770,-15
61600,-8340,10300,86,613,-34
64600,-8340,10300,0,400,-38
67600,-8340,10300,-81,452,-33
70600,-8340,10300,-108,427,-43
73700,-8340,10300,-51,138,-35
76700,-8340,10300,-4,38,0
79700,-8340,10300,18,105,-25
82700,-8340,10300,-4,451,-17
85800,-8340,10300,-36,345,25
88800,-8340,10300,-11,222,62
91800,-8340,10300,37,337,47
94800,-8340,10300,83,461,-10
97900,-8340,10300,36,109,-20
101000,-8340,10300,6,54,-2
104000,-8340,10300,-4,162,-16
107000,-8340,10300,-86,575,11
110000,-8340,10300,-87,778,18
113000,-8340,10300,-40,611,12
-26200,-5330,10300,3,530,9
-23200,-5330,10300,8,814,17
-20200,-5330,10300,16,830,23
-17100,-5330,10300,42,821,34
-14100,-5330,10300,82,797,19
-11100,-5330,10300,123,792,-9
-8050,-5330,10300,122,647,-50
-5030,-5330,10300,79,506,-87
-2000,-5330,10300,24,457,-91
1030,-5330,10300,-1,584,-84
4050,-5330,10300,-23,628,-73
7080,-5330,10300,-63,680,-67
10100,-5330,10300,-80,675,-60
13100,-5330,10300,-121,589,-49
16200,-5330,10300,-183,526,-19
19200,-5330,10300,-161,394,55
22200,-5330,10300,-90,395,104
25200,-5330,10300,-44,455,106
28300,-5330,10300,-48,460,108
31300,-5330,10300,-36,412,100
34300,-5330,10300,-34,227,45
37300,-5330,10300,134,81,13
40400,-5330,10300,0,0,0
43400,-5330,10300,-171,406,-9
46400,-5330,10300,-204,684,-25
49400,-5330,10300,-140,713,-12
52500,-5330,10300,-26,682,4
55500,-5330,10300,78,709,1
58500,-5330,10300,131,733,-13
61600,-5330,10300,137,710,-35
